,fecha,agencia_id,canal_id,producto_id,venta_uni,labeled_producto,labeled_agencia,labeled_canal,prediction
11653,2017-10-19,12839,1,38588,2334,8,17,0,1458.0
16516,2018-01-04,12802,1,7840,2334,3,12,0,1732.5
11001,2017-10-12,12752,1,42158,2329,12,6,0,2197.3333333333335
12615,2017-11-09,12731,1,38588,2329,8,3,0,3577.0
19890,2018-03-01,12841,1,7840,2328,3,18,0,1106.5
12402,2017-11-02,12802,1,7840,2325,3,12,0,1732.5
17735,2018-01-25,12797,4,7840,2325,3,11,2,1397.6
19410,2018-02-22,12809,1,123576,2325,18,15,0,1942.25
18157,2018-02-01,12803,1,42158,2324,12,13,0,1998.5
15589,2017-12-28,12750,1,42158,2322,12,5,0,6196.333333333333
12466,2017-11-02,12809,1,123576,2321,18,15,0,1942.25
20094,2018-03-08,12761,4,7840,2321,3,7,2,914.5
10161,2017-09-28,12750,1,123492,2320,17,5,0,3437.0
15174,2017-12-21,12750,1,38588,2319,8,5,0,2538.0
22440,2018-04-12,12820,1,7840,2318,3,16,0,920.5
14241,2017-12-07,12636,1,6555,2317,2,1,0,3499.0
22404,2018-04-12,12808,1,123492,2316,17,14,0,2282.0
20551,2018-03-15,12765,1,6437,2315,1,9,0,3056.0
17981,2018-02-01,12750,1,123576,2312,18,5,0,2279.0
14540,2017-12-07,12808,2,7840,2310,3,14,1,2870.0
16348,2018-01-04,12750,1,9784,2308,4,5,0,26.0
12430,2017-11-02,12808,1,7840,2307,3,14,0,1195.5
13292,2017-11-16,12808,2,7840,2307,3,14,1,2870.0
17179,2018-01-18,12750,2,7840,2303,3,5,1,1687.142857142857
21125,2018-03-22,12809,1,123576,2303,18,15,0,1942.25
15139,2017-12-21,12731,2,7840,2302,3,3,1,2421.4
13587,2017-11-23,12765,1,6437,2301,1,9,0,3056.0
21709,2018-04-05,12731,1,123492,2301,17,3,0,752.0
19206,2018-02-22,12752,1,6437,2300,1,6,0,2067.25
21455,2018-03-29,12779,4,7840,2297,3,10,2,1397.6
17622,2018-01-25,12761,1,7840,2296,3,7,0,1636.8
16777,2018-01-11,12752,1,6437,2295,1,6,0,2067.25
11936,2017-10-26,12779,2,7840,2294,3,10,1,6155.0
20999,2018-03-22,12765,2,7840,2293,3,9,1,1687.142857142857
22282,2018-04-12,12765,1,6437,2293,1,9,0,3056.0
13562,2017-11-23,12761,4,7840,2292,3,7,2,914.5
17841,2018-01-25,12839,4,6437,2292,1,17,2,977.0
17992,2018-02-01,12752,1,6437,2292,1,6,0,2067.25
20033,2018-03-08,12750,1,123576,2292,18,5,0,2279.0
22034,2018-04-05,12839,1,123576,2292,18,17,0,2040.625
14077,2017-11-30,12797,4,6437,2291,1,11,2,382.375
11074,2017-10-12,12765,2,7840,2289,3,9,1,1687.142857142857
11414,2017-10-19,12752,1,42158,2287,12,6,0,2197.3333333333335
17035,2018-01-11,12841,1,6555,2287,2,18,0,2050.2
14767,2017-12-14,12752,1,6437,2286,1,6,0,2067.25
19549,2018-03-01,12731,1,7840,2286,3,3,0,1041.3333333333333
14287,2017-12-07,12731,1,38588,2281,8,3,0,3577.0
21747,2018-04-05,12750,1,9784,2281,4,5,0,26.0
14461,2017-12-07,12779,2,7840,2279,3,10,1,6155.0
21084,2018-03-22,12803,1,42158,2279,12,13,0,1998.5
10583,2017-10-05,12752,1,6437,2278,1,6,0,2067.25
17740,2018-01-25,12802,1,7840,2278,3,12,0,1732.5
14528,2017-12-07,12808,1,7840,2277,3,14,0,1195.5
17953,2018-02-01,12732,1,7840,2277,3,4,0,1662.0
18434,2018-02-08,12761,4,7840,2277,3,7,2,914.5
19954,2018-03-08,12656,1,7840,2277,3,2,0,1187.0
15234,2017-12-21,12761,1,123492,2276,17,7,0,169.0
21924,2018-04-05,12802,1,6555,2275,2,12,0,2043.2307692307693
19942,2018-03-08,12636,1,123492,2273,17,1,0,1554.2
12816,2017-11-09,12797,1,123576,2270,18,11,0,3371.0
18088,2018-02-01,12779,1,7840,2270,3,10,0,1147.0
10817,2017-10-05,12839,1,7840,2268,3,17,0,1904.25
10162,2017-09-28,12750,1,123576,2263,18,5,0,2279.0
19186,2018-02-22,12750,1,38588,2263,8,5,0,2538.0
21572,2018-03-29,12820,1,42158,2261,12,16,0,2784.0
16164,2018-01-01,12809,1,6555,2259,2,15,0,5108.166666666667
17397,2018-01-18,12809,1,123576,2257,18,15,0,1942.25
17689,2018-01-25,12779,1,7840,2254,3,10,0,1147.0
21167,2018-03-22,12839,1,123492,2253,17,17,0,832.6666666666666
17439,2018-01-18,12839,1,123576,2252,18,17,0,2040.625
18337,2018-02-08,12731,1,123492,2252,17,3,0,752.0
22379,2018-04-12,12803,1,6437,2252,1,13,0,1639.0
22549,2018-04-19,12656,4,7840,2252,3,2,2,789.0
18650,2018-02-08,12841,1,7840,2249,3,18,0,1106.5
18943,2018-02-15,12802,1,6555,2249,2,12,0,2043.2307692307693
11987,2017-10-26,12803,1,6555,2248,2,13,0,2043.2307692307693
14909,2017-12-14,12797,1,123576,2248,18,11,0,3371.0
15598,2017-12-28,12750,4,7840,2248,3,5,2,1799.857142857143
10991,2017-10-12,12752,1,6437,2243,1,6,0,2067.25
12396,2017-11-02,12797,4,7840,2243,3,11,2,1397.6
10733,2017-10-05,12802,1,38588,2242,8,12,0,2792.0
15053,2017-12-14,12841,2,7840,2240,3,18,1,1680.0
20706,2018-03-15,12820,1,7840,2240,3,16,0,920.5
11814,2017-10-26,12750,1,123576,2237,18,5,0,2279.0
14112,2017-11-30,12808,1,7840,2237,3,14,0,1195.5
17334,2018-01-18,12797,4,7840,2237,3,11,2,1397.6
18252,2018-02-01,12841,1,6555,2237,2,18,0,2050.2
12155,2017-11-02,12656,1,6437,2236,1,2,0,1926.0
20163,2018-03-08,12779,2,7840,2236,3,10,1,6155.0
15722,2017-12-28,12797,1,6555,2235,2,11,0,5593.0
18309,2018-02-08,12656,1,7840,2235,3,2,0,1187.0
21227,2018-03-29,12636,1,42158,2233,12,1,0,3433.4545454545455
11545,2017-10-19,12797,2,7840,2232,3,11,1,3009.5
18596,2018-02-08,12809,1,123576,2231,18,15,0,1942.25
16393,2018-01-04,12752,4,7840,2230,3,6,2,1799.857142857143
19044,2018-02-15,12839,1,123576,2229,18,17,0,2040.625
18877,2018-02-15,12765,2,7840,2228,3,9,1,1687.142857142857
22563,2018-04-19,12731,1,42158,2228,12,3,0,1636.8
13675,2017-11-23,12803,1,6555,2227,2,13,0,2043.2307692307693
20505,2018-03-15,12752,4,7840,2226,3,6,2,1799.857142857143
11831,2017-10-26,12752,1,42158,2225,12,6,0,2197.3333333333335
18059,2018-02-01,12765,1,6437,2225,1,9,0,3056.0
21675,2018-04-05,12656,1,6437,2224,1,2,0,1926.0
10001,2017-09-21,12839,1,7840,2223,3,17,0,1904.25
18241,2018-02-01,12839,1,123576,2223,18,17,0,2040.625
18381,2018-02-08,12750,1,123576,2223,18,5,0,2279.0
21267,2018-03-29,12731,1,38588,2223,8,3,0,3577.0
12136,2017-11-02,12636,1,7840,2218,3,1,0,777.0
11424,2017-10-19,12752,4,7840,2217,3,6,2,1799.857142857143
17637,2018-01-25,12761,4,7840,2217,3,7,2,914.5
16282,2018-01-04,12656,1,6437,2215,1,2,0,1926.0
10593,2017-10-05,12752,1,42158,2214,12,6,0,2197.3333333333335
16766,2018-01-11,12750,1,123576,2214,18,5,0,2279.0
14840,2017-12-14,12765,1,6437,2211,1,9,0,3056.0
16529,2018-01-04,12803,1,6555,2211,2,13,0,2043.2307692307693
18639,2018-02-08,12839,1,123576,2210,18,17,0,2040.625
20893,2018-03-22,12750,1,38588,2210,8,5,0,2538.0
14862,2017-12-14,12765,4,7840,2207,3,9,2,1397.6
19556,2018-03-01,12731,1,42158,2207,12,3,0,1636.8
14141,2017-11-30,12809,1,42158,2205,12,15,0,5872.0
18700,2018-02-15,12636,1,123492,2205,17,1,0,1554.2
20413,2018-03-15,12731,1,38588,2205,8,3,0,3577.0
15374,2017-12-21,12808,1,38588,2203,8,14,0,3878.0
22625,2018-04-19,12752,1,6437,2201,1,6,0,2067.25
11660,2017-10-19,12839,1,123492,2200,17,17,0,832.6666666666666
20983,2018-03-22,12765,1,6437,2200,1,9,0,3056.0
16628,2018-01-04,12841,1,6555,2199,2,18,0,2050.2
19191,2018-02-22,12750,1,123492,2199,17,5,0,3437.0
18326,2018-02-08,12731,1,6555,2197,2,3,0,3198.25
17708,2018-01-25,12779,4,7840,2196,3,10,2,1397.6
19525,2018-03-01,12656,1,6437,2195,1,2,0,1926.0
21655,2018-04-05,12636,1,7840,2195,3,1,0,777.0
20850,2018-03-22,12731,1,42158,2194,12,3,0,1636.8
19116,2018-02-22,12656,1,6437,2193,1,2,0,1926.0
17585,2018-01-25,12750,1,123576,2192,18,5,0,2279.0
10358,2017-09-28,12808,1,42158,2191,12,14,0,1998.5
18149,2018-02-01,12803,1,6555,2191,2,13,0,2043.2307692307693
20020,2018-03-08,12750,1,6437,2190,1,5,0,8044.0
21979,2018-04-05,12809,1,9784,2190,4,15,0,57.0
14211,2017-11-30,12841,1,123492,2188,17,18,0,1422.5
22799,2018-04-19,12808,4,7840,2188,3,14,2,486.0
19952,2018-03-08,12656,1,6437,2185,1,2,0,1926.0
14018,2017-11-30,12765,2,7840,2184,3,9,1,1687.142857142857
10573,2017-10-05,12750,1,123576,2182,18,5,0,2279.0
20920,2018-03-22,12752,1,42158,2182,12,6,0,2197.3333333333335
15350,2017-12-21,12802,1,42158,2180,12,12,0,2667.0
17839,2018-01-25,12839,1,123576,2179,18,17,0,2040.625
21136,2018-03-22,12820,1,7840,2179,3,16,0,920.5
17461,2018-01-18,12841,1,123492,2178,17,18,0,1422.5
16629,2018-01-04,12841,1,7840,2175,3,18,0,1106.5
13682,2017-11-23,12803,1,42158,2174,12,13,0,1998.5
10788,2017-10-05,12809,1,123576,2172,18,15,0,1942.25
11433,2017-10-19,12761,1,7840,2172,3,7,0,1636.8
17930,2018-02-01,12731,1,7840,2172,3,3,0,1041.3333333333333
10146,2017-09-28,12732,4,7840,2171,3,4,2,1799.857142857143
11960,2017-10-26,12797,1,123576,2170,18,11,0,3371.0
16911,2018-01-11,12797,1,123576,2170,18,11,0,3371.0
14937,2017-12-14,12803,1,6555,2168,2,13,0,2043.2307692307693
17900,2018-02-01,12636,1,123492,2167,17,1,0,1554.2
19276,2018-02-22,12765,1,6437,2167,1,9,0,3056.0
13171,2017-11-16,12765,1,6437,2166,1,9,0,3056.0
17307,2018-01-18,12779,4,7840,2165,3,10,2,1397.6
16273,2018-01-04,12636,1,123492,2164,17,1,0,1554.2
16772,2018-01-11,12750,4,7840,2164,3,5,2,1799.857142857143
19347,2018-02-22,12797,4,7840,2164,3,11,2,1397.6
12849,2017-11-09,12803,1,42158,2163,12,13,0,1998.5
15497,2017-12-28,12636,1,6555,2163,2,1,0,3499.0
15733,2017-12-28,12797,1,123492,2163,17,11,0,3884.0
16618,2018-01-04,12839,1,123576,2163,18,17,0,2040.625
20910,2018-03-22,12752,1,6437,2162,1,6,0,2067.25
12857,2017-11-09,12808,1,7840,2161,3,14,0,1195.5
21063,2018-03-22,12802,1,7840,2161,3,12,0,1732.5
22775,2018-04-19,12803,1,42158,2158,12,13,0,1998.5
13050,2017-11-16,12731,2,7840,2156,3,3,1,2421.4
14535,2017-12-07,12808,1,42158,2156,12,14,0,1998.5
16174,2018-01-01,12809,1,123492,2156,17,15,0,1901.0
22206,2018-04-12,12752,1,6437,2154,1,6,0,2067.25
14445,2017-12-07,12779,1,6437,2153,1,10,0,5282.0
13982,2017-11-30,12762,1,6437,2149,1,8,0,1436.0
22858,2018-04-19,12839,1,123492,2148,17,17,0,832.6666666666666
13925,2017-11-30,12750,4,6437,2147,1,5,2,1104.0
22471,2018-04-12,12839,1,123492,2146,17,17,0,832.6666666666666
13843,2017-11-30,12656,1,6437,2145,1,2,0,1926.0
15420,2017-12-21,12820,1,42158,2145,12,16,0,2784.0
11230,2017-10-12,12839,1,7840,2144,3,17,0,1904.25
15224,2017-12-21,12761,1,7840,2144,3,7,0,1636.8
16530,2018-01-04,12803,1,7840,2142,3,13,0,1732.5
20456,2018-03-15,12750,1,9784,2141,4,5,0,26.0
19451,2018-02-22,12839,1,42158,2139,12,17,0,1623.0
19878,2018-03-01,12839,1,123576,2139,18,17,0,2040.625
19107,2018-02-22,12636,1,123492,2135,17,1,0,1554.2
12442,2017-11-02,12808,2,7840,2134,3,14,1,2870.0
11166,2017-10-12,12808,1,7840,2133,3,14,0,1195.5
13348,2017-11-16,12839,1,38588,2132,8,17,0,1458.0
20737,2018-03-15,12839,1,123576,2131,18,17,0,2040.625
11571,2017-10-19,12803,1,38588,2130,8,13,0,1726.0
21499,2018-03-29,12803,1,6437,2130,1,13,0,1639.0
16925,2018-01-11,12802,1,7840,2128,3,12,0,1732.5
18785,2018-02-15,12750,1,123576,2125,18,5,0,2279.0
12724,2017-11-09,12761,4,7840,2124,3,7,2,914.5
16822,2018-01-11,12761,4,7840,2124,3,7,2,914.5
18274,2018-02-08,12615,1,7840,2124,3,0,0,745.4
19054,2018-02-15,12841,1,6555,2124,2,18,0,2050.2
19765,2018-03-01,12797,4,7840,2123,3,11,2,1397.6
21757,2018-04-05,12750,1,123576,2122,18,5,0,2279.0
14753,2017-12-14,12750,1,123576,2121,18,5,0,2279.0
17224,2018-01-18,12761,1,38588,2121,8,7,0,1680.3333333333333
17975,2018-02-01,12750,1,38588,2121,8,5,0,2538.0
13828,2017-11-30,12636,1,38588,2120,8,1,0,678.0
15984,2018-01-01,12750,1,123492,2120,17,5,0,3437.0
21289,2018-03-29,12732,1,7840,2117,3,4,0,1662.0
13973,2017-11-30,12761,1,123576,2116,18,7,0,1630.0
20693,2018-03-15,12809,1,123576,2116,18,15,0,1942.25
12824,2017-11-09,12797,4,7840,2114,3,11,2,1397.6
16274,2018-01-04,12636,1,123576,2114,18,1,0,1196.0
19986,2018-03-08,12731,1,123492,2114,17,3,0,752.0
20090,2018-03-08,12761,1,123576,2114,18,7,0,1630.0
22560,2018-04-19,12731,1,38588,2114,8,3,0,3577.0
20672,2018-03-15,12808,2,7840,2113,3,14,1,2870.0
13467,2017-11-23,12731,4,7840,2112,3,3,2,1799.857142857143
12512,2017-11-02,12839,1,123576,2111,18,17,0,2040.625
12843,2017-11-09,12803,1,6555,2110,2,13,0,2043.2307692307693
10341,2017-09-28,12803,1,38588,2108,8,13,0,1726.0
12186,2017-11-02,12731,1,42158,2104,12,3,0,1636.8
10153,2017-09-28,12750,1,9784,2103,4,5,0,26.0
10084,2017-09-28,12656,1,6437,2102,1,2,0,1926.0
19118,2018-02-22,12656,1,7840,2102,3,2,0,1187.0
18550,2018-02-08,12803,1,6555,2100,2,13,0,2043.2307692307693
18704,2018-02-15,12636,2,7840,2100,3,1,1,1610.0
19127,2018-02-22,12656,2,7840,2100,3,2,1,1610.0
11815,2017-10-26,12750,2,7840,2097,3,5,1,1687.142857142857
19789,2018-03-01,12803,1,38588,2097,8,13,0,1726.0
11542,2017-10-19,12797,1,123576,2096,18,11,0,3371.0
14349,2017-12-07,12752,1,6437,2096,1,6,0,2067.25
17659,2018-01-25,12765,1,6437,2096,1,9,0,3056.0
15341,2017-12-21,12802,1,6437,2094,1,12,0,3498.0
13279,2017-11-16,12808,1,7840,2093,3,14,0,1195.5
19388,2018-02-22,12808,1,123492,2093,17,14,0,2282.0
10437,2017-09-28,12841,1,6555,2090,2,18,0,2050.2
14965,2017-12-14,12808,2,7840,2090,3,14,1,2870.0
15215,2017-12-21,12752,4,7840,2089,3,6,2,1799.857142857143
21929,2018-04-05,12802,1,38588,2089,8,12,0,2792.0
21077,2018-03-22,12803,1,7840,2088,3,13,0,1732.5
21500,2018-03-29,12803,1,6555,2088,2,13,0,2043.2307692307693
17752,2018-01-25,12803,1,7840,2087,3,13,0,1732.5
20818,2018-03-22,12656,1,6437,2087,1,2,0,1926.0
13237,2017-11-16,12797,1,123576,2085,18,11,0,3371.0
13514,2017-11-23,12752,1,6437,2085,1,6,0,2067.25
16478,2018-01-04,12779,2,7840,2085,3,10,1,6155.0
10723,2017-10-05,12797,4,7840,2084,3,11,2,1397.6
15982,2018-01-01,12750,1,42158,2079,12,5,0,6196.333333333333
18674,2018-02-15,12615,1,7840,2079,3,0,0,745.4
21596,2018-03-29,12839,1,123492,2077,17,17,0,832.6666666666666
21314,2018-03-29,12750,1,38588,2076,8,5,0,2538.0
20635,2018-03-15,12802,1,38588,2075,8,12,0,2792.0
14705,2017-12-14,12731,1,42158,2073,12,3,0,1636.8
17542,2018-01-25,12731,1,123492,2073,17,3,0,752.0
14359,2017-12-07,12752,1,42158,2071,12,6,0,2197.3333333333335
15633,2017-12-28,12761,1,6555,2071,2,7,0,6059.0
19937,2018-03-08,12636,1,38588,2071,8,1,0,678.0
13801,2017-11-30,12615,1,6437,2069,1,0,0,1323.0
19374,2018-02-22,12803,1,123492,2069,17,13,0,1159.8333333333333
16515,2018-01-04,12802,1,6555,2067,2,12,0,2043.2307692307693
20416,2018-03-15,12731,1,42158,2067,12,3,0,1636.8
11404,2017-10-19,12752,1,6437,2066,1,6,0,2067.25
18710,2018-02-15,12656,1,7840,2066,3,2,0,1187.0
12677,2017-11-09,12752,1,6437,2065,1,6,0,2067.25
20046,2018-03-08,12752,1,7840,2065,3,6,0,378.8
11318,2017-10-19,12656,1,6437,2060,1,2,0,1926.0
22672,2018-04-19,12761,4,7840,2060,3,7,2,914.5
19658,2018-03-01,12761,1,123576,2059,18,7,0,1630.0
16939,2018-01-11,12803,1,7840,2058,3,13,0,1732.5
20435,2018-03-15,12732,1,7840,2058,3,4,0,1662.0
15695,2017-12-28,12779,1,6437,2056,1,10,0,5282.0
17929,2018-02-01,12731,1,6555,2052,2,3,0,3198.25
15975,2018-01-01,12750,1,6555,2050,2,5,0,6657.0
19875,2018-03-01,12839,1,42158,2050,12,17,0,1623.0
20698,2018-03-15,12809,4,38588,2050,8,15,2,189.0
15205,2017-12-21,12752,1,42158,2049,12,6,0,2197.3333333333335
14338,2017-12-07,12750,1,123576,2048,18,5,0,2279.0
18672,2018-02-15,12615,1,6437,2040,1,0,0,1323.0
19078,2018-02-22,12615,1,7840,2040,3,0,0,745.4
19708,2018-03-01,12765,4,7840,2039,3,9,2,1397.6
20482,2018-03-15,12752,1,6437,2039,1,6,0,2067.25
16418,2018-01-04,12761,4,7840,2037,3,7,2,914.5
12236,2017-11-02,12750,1,123576,2035,18,5,0,2279.0
19466,2018-02-22,12841,1,6555,2035,2,18,0,2050.2
16221,2018-01-01,12839,4,7840,2033,3,17,2,3471.0
13124,2017-11-16,12752,4,7840,2032,3,6,2,1799.857142857143
11616,2017-10-19,12809,1,123576,2029,18,15,0,1942.25
12884,2017-11-09,12809,1,9784,2029,4,15,0,57.0
16310,2018-01-04,12731,1,42158,2029,12,3,0,1636.8
18331,2018-02-08,12731,1,38588,2029,8,3,0,3577.0
19889,2018-03-01,12841,1,6555,2029,2,18,0,2050.2
22791,2018-04-19,12808,1,123492,2029,17,14,0,2282.0
10718,2017-10-05,12797,2,7840,2028,3,11,1,3009.5
16690,2018-01-11,12656,1,6437,2028,1,2,0,1926.0
17938,2018-02-01,12731,1,123492,2025,17,3,0,752.0
19192,2018-02-22,12750,1,123576,2024,18,5,0,2279.0
10423,2017-09-28,12839,1,42158,2023,12,17,0,1623.0
10494,2017-10-05,12656,1,6437,2022,1,2,0,1926.0
20843,2018-03-22,12731,1,7840,2022,3,3,0,1041.3333333333333
18458,2018-02-08,12765,1,7840,2021,3,9,0,521.0
19467,2018-02-22,12841,1,7840,2020,3,18,0,1106.5
22380,2018-04-12,12803,1,6555,2020,2,13,0,2043.2307692307693
17326,2018-01-18,12797,1,123576,2015,18,11,0,3371.0
17593,2018-01-25,12752,1,6437,2014,1,6,0,2067.25
15343,2017-12-21,12802,1,7840,2012,3,12,0,1732.5
19003,2018-02-15,12809,1,123576,2010,18,15,0,1942.25
22829,2018-04-19,12820,1,7840,2010,3,16,0,920.5
21404,2018-03-29,12765,1,6437,2009,1,9,0,3056.0
15772,2017-12-28,12808,1,6555,2007,2,14,0,3265.6666666666665
18864,2018-02-15,12765,1,7840,2007,3,9,0,521.0
15535,2017-12-28,12731,1,6437,2006,1,3,0,3645.0
20459,2018-03-15,12750,1,38588,2006,8,5,0,2538.0
21813,2018-04-05,12761,1,123576,2006,18,7,0,1630.0
13864,2017-11-30,12731,1,7840,2005,3,3,0,1041.3333333333333
19786,2018-03-01,12803,1,9784,2005,4,13,0,2.0
17633,2018-01-25,12761,1,123576,2004,18,7,0,1630.0
12668,2017-11-09,12750,1,123576,1998,18,5,0,2279.0
15536,2017-12-28,12731,1,6555,1997,2,3,0,3198.25
16414,2018-01-04,12761,1,123576,1997,18,7,0,1630.0
13286,2017-11-16,12808,1,42158,1994,12,14,0,1998.5
14928,2017-12-14,12802,1,38588,1992,8,12,0,2792.0
19364,2018-02-22,12803,1,6555,1992,2,13,0,2043.2307692307693
13457,2017-11-23,12731,1,123492,1985,17,3,0,752.0
13658,2017-11-23,12797,4,7840,1985,3,11,2,1397.6
17501,2018-01-25,12636,1,123492,1985,17,1,0,1554.2
15727,2017-12-28,12797,1,38588,1984,8,11,0,6951.0
10763,2017-10-05,12808,1,42158,1983,12,14,0,1998.5
13761,2017-11-23,12839,1,38588,1983,8,17,0,1458.0
16416,2018-01-04,12761,4,6437,1982,1,7,2,899.0
16357,2018-01-04,12750,1,123576,1981,18,5,0,2279.0
21473,2018-03-29,12797,1,123492,1981,17,11,0,3884.0
10009,2017-09-21,12839,1,42158,1979,12,17,0,1623.0
12301,2017-11-02,12762,1,7840,1978,3,8,0,1011.0
14724,2017-12-14,12732,1,7840,1978,3,4,0,1662.0
19351,2018-02-22,12802,1,6555,1978,2,12,0,2043.2307692307693
14420,2017-12-07,12765,1,6437,1977,1,9,0,3056.0
17751,2018-01-25,12803,1,6555,1977,2,13,0,2043.2307692307693
12949,2017-11-09,12841,1,6555,1976,2,18,0,2050.2
14371,2017-12-07,12752,4,7840,1975,3,6,2,1799.857142857143
18836,2018-02-15,12761,1,123576,1975,18,7,0,1630.0
20192,2018-03-08,12797,2,7840,1974,3,11,1,3009.5
14521,2017-12-07,12803,1,42158,1972,12,13,0,1998.5
19702,2018-03-01,12765,2,7840,1972,3,9,1,1687.142857142857
15505,2017-12-28,12636,1,42158,1971,12,1,0,3433.4545454545455
18649,2018-02-08,12841,1,6555,1971,2,18,0,2050.2
20492,2018-03-15,12752,1,42158,1971,12,6,0,2197.3333333333335
21635,2018-04-05,12615,1,7840,1970,3,0,0,745.4
20869,2018-03-22,12732,1,7840,1968,3,4,0,1662.0
21062,2018-03-22,12802,1,6555,1967,2,12,0,2043.2307692307693
22595,2018-04-19,12732,4,7840,1967,3,4,2,1799.857142857143
13044,2017-11-16,12731,1,42158,1966,12,3,0,1636.8
19833,2018-03-01,12809,1,123576,1965,18,15,0,1942.25
12570,2017-11-09,12636,1,38588,1963,8,1,0,678.0
12939,2017-11-09,12839,1,123576,1963,18,17,0,2040.625
13803,2017-11-30,12615,1,7840,1963,3,0,0,745.4
22483,2018-04-12,12841,1,6555,1963,2,18,0,2050.2
22859,2018-04-19,12839,1,123576,1963,18,17,0,2040.625
15041,2017-12-14,12841,1,6555,1962,2,18,0,2050.2
18740,2018-02-15,12731,1,123492,1959,17,3,0,752.0
11844,2017-10-26,12752,4,7840,1958,3,6,2,1799.857142857143
17100,2018-01-18,12656,1,6437,1958,1,2,0,1926.0
20141,2018-03-08,12765,4,7840,1954,3,9,2,1397.6
16638,2018-01-04,12841,1,123492,1953,17,18,0,1422.5
18131,2018-02-01,12797,4,7840,1953,3,11,2,1397.6
21374,2018-03-29,12761,1,123492,1952,17,7,0,169.0
19911,2018-03-08,12615,1,6437,1951,1,0,0,1323.0
10351,2017-09-28,12808,1,7840,1950,3,14,0,1195.5
16089,2018-01-01,12779,2,7840,1950,3,10,1,6155.0
17278,2018-01-18,12765,4,6437,1949,1,9,2,1026.0
18033,2018-02-01,12761,1,123576,1949,18,7,0,1630.0
17795,2018-01-25,12809,1,123576,1946,18,15,0,1942.25
13663,2017-11-23,12802,1,6555,1944,2,12,0,2043.2307692307693
16102,2018-01-01,12797,1,7840,1944,3,11,0,4454.0
10322,2017-09-28,12802,1,6555,1943,2,12,0,2043.2307692307693
15356,2017-12-21,12803,1,6555,1943,2,13,0,2043.2307692307693
20900,2018-03-22,12750,1,123576,1943,18,5,0,2279.0
17626,2018-01-25,12761,1,38588,1939,8,7,0,1680.3333333333333
11558,2017-10-19,12802,1,38588,1937,8,12,0,2792.0
17891,2018-02-01,12636,1,7840,1937,3,1,0,777.0
19688,2018-03-01,12765,1,7840,1937,3,9,0,521.0
12834,2017-11-09,12802,1,38588,1936,8,12,0,2792.0
12090,2017-10-26,12841,1,6555,1935,2,18,0,2050.2
22767,2018-04-19,12803,1,6555,1935,2,13,0,2043.2307692307693
10203,2017-09-28,12761,1,9784,1934,4,7,0,429.0
17056,2018-01-18,12615,1,6437,1934,1,0,0,1323.0
18555,2018-02-08,12803,1,38588,1934,8,13,0,1726.0
17082,2018-01-18,12636,1,38588,1933,8,1,0,678.0
17908,2018-02-01,12656,1,6437,1933,1,2,0,1926.0
20082,2018-03-08,12761,1,39109,1932,9,7,0,17.133333333333333
19157,2018-02-22,12731,4,7840,1929,3,3,2,1799.857142857143
14221,2017-12-07,12615,1,6437,1928,1,0,0,1323.0
22531,2018-04-19,12656,1,6437,1928,1,2,0,1926.0
21178,2018-03-22,12841,1,6555,1927,2,18,0,2050.2
22606,2018-04-19,12750,1,38588,1927,8,5,0,2538.0
13263,2017-11-16,12803,1,6437,1924,1,13,0,1639.0
20385,2018-03-15,12656,1,6437,1924,1,2,0,1926.0
11819,2017-10-26,12750,4,38588,1921,8,5,2,32.0
22472,2018-04-12,12839,1,123576,1920,18,17,0,2040.625
21508,2018-03-29,12803,1,42158,1919,12,13,0,1998.5
13780,2017-11-23,12841,1,6555,1915,2,18,0,2050.2
11159,2017-10-12,12803,1,42158,1914,12,13,0,1998.5
12206,2017-11-02,12732,1,7840,1914,3,4,0,1662.0
14513,2017-12-07,12803,1,6555,1913,2,13,0,2043.2307692307693
13602,2017-11-23,12765,2,7840,1912,3,9,1,1687.142857142857
11444,2017-10-19,12761,1,123492,1909,17,7,0,169.0
14151,2017-11-30,12809,4,38588,1907,8,15,2,189.0
17058,2018-01-18,12615,1,7840,1907,3,0,0,745.4
15730,2017-12-28,12797,1,42158,1906,12,11,0,3410.5
14945,2017-12-14,12803,1,42158,1905,12,13,0,1998.5
10748,2017-10-05,12803,1,42158,1903,12,13,0,1998.5
21633,2018-04-05,12615,1,6437,1903,1,0,0,1323.0
21272,2018-03-29,12731,1,123492,1902,17,3,0,752.0
14440,2017-12-07,12765,4,7840,1901,3,9,2,1397.6
19250,2018-02-22,12761,1,123576,1901,18,7,0,1630.0
17540,2018-01-25,12731,1,42158,1900,12,3,0,1636.8
20334,2018-03-08,12841,1,123492,1899,17,18,0,1422.5
11994,2017-10-26,12803,1,42158,1897,12,13,0,1998.5
20955,2018-03-22,12761,1,123576,1897,18,7,0,1630.0
11941,2017-10-26,12779,4,6437,1896,1,10,2,1242.0
12037,2017-10-26,12809,1,123576,1895,18,15,0,1942.25
13769,2017-11-23,12839,1,123576,1893,18,17,0,2040.625
18846,2018-02-15,12762,1,7840,1893,3,8,0,1011.0
14290,2017-12-07,12731,1,42158,1890,12,3,0,1636.8
22126,2018-04-12,12656,2,7840,1890,3,2,1,1610.0
17613,2018-01-25,12752,4,7840,1889,3,6,2,1799.857142857143
16873,2018-01-11,12779,1,7840,1888,3,10,0,1147.0
