,fecha,agencia_id,canal_id,producto_id,venta_uni,labeled_producto,labeled_agencia,labeled_canal,prediction
21052,2018-03-22,12797,2,7840,36324,3,11,1,3009.5
21712,2018-04-05,12731,2,7840,32832,3,3,1,2421.4
14177,2017-11-30,12839,1,7840,27871,3,17,0,1904.25
21557,2018-03-29,12809,4,7840,27230,3,15,2,6715.0
21477,2018-03-29,12797,2,7840,22545,3,11,1,3009.5
14149,2017-11-30,12809,4,7840,22311,3,15,2,6715.0
21914,2018-04-05,12797,2,7840,22254,3,11,1,3009.5
20257,2018-03-08,12809,1,7840,20759,3,15,0,4341.0
21978,2018-04-05,12809,1,7840,19830,3,15,0,4341.0
22223,2018-04-12,12752,2,7840,19082,3,6,1,1687.142857142857
18993,2018-02-15,12809,1,7840,18695,3,15,0,4341.0
21026,2018-03-22,12779,2,7840,18057,3,10,1,6155.0
17427,2018-01-18,12839,1,6437,17972,1,17,0,10857.5
12501,2017-11-02,12839,1,7840,17711,3,17,0,1904.25
21347,2018-03-29,12752,2,7840,17350,3,6,1,1687.142857142857
18586,2018-02-08,12809,1,7840,16857,3,15,0,4341.0
10792,2017-10-05,12809,4,7840,16421,3,15,2,6715.0
14175,2017-11-30,12839,1,6437,16392,1,17,0,10857.5
12499,2017-11-02,12839,1,6437,15771,1,17,0,10857.5
13908,2017-11-30,12750,1,7840,15727,3,5,0,3592.0
18202,2018-02-01,12809,4,7840,15479,3,15,2,6715.0
19006,2018-02-15,12809,4,7840,15368,3,15,2,6715.0
14134,2017-11-30,12809,1,7840,15266,3,15,0,4341.0
22641,2018-04-19,12752,2,7840,14989,3,6,1,1687.142857142857
22327,2018-04-12,12779,2,7840,14980,3,10,1,6155.0
22476,2018-04-12,12839,4,7840,14966,3,17,2,3471.0
13921,2017-11-30,12750,2,7840,14660,3,5,1,1687.142857142857
19400,2018-02-22,12809,1,7840,14627,3,15,0,4341.0
22020,2018-04-05,12839,1,6437,14498,1,17,0,10857.5
10413,2017-09-28,12839,1,6437,14212,1,17,0,10857.5
20299,2018-03-08,12839,1,6437,14189,1,17,0,10857.5
17387,2018-01-18,12809,1,7840,14092,3,15,0,4341.0
20499,2018-03-15,12752,2,7840,13963,3,6,1,1687.142857142857
16604,2018-01-04,12839,1,6437,13721,1,17,0,10857.5
22202,2018-04-12,12750,4,7840,13710,3,5,2,1799.857142857143
21993,2018-04-05,12809,4,7840,13700,3,15,2,6715.0
22820,2018-04-19,12809,4,7840,13428,3,15,2,6715.0
10815,2017-10-05,12839,1,6437,13322,1,17,0,10857.5
21785,2018-04-05,12752,2,7840,13317,3,6,1,1687.142857142857
14045,2017-11-30,12779,2,7840,13136,3,10,1,6155.0
22045,2018-04-05,12841,1,7840,13095,3,18,0,1106.5
12655,2017-11-09,12750,1,6437,13053,1,5,0,8044.0
15017,2017-12-14,12839,1,6437,12870,1,17,0,10857.5
19441,2018-02-22,12839,1,6437,12863,1,17,0,10857.5
16387,2018-01-04,12752,2,7840,12794,3,6,1,1687.142857142857
18918,2018-02-15,12797,1,7840,12760,3,11,0,4454.0
11228,2017-10-12,12839,1,6437,12630,1,17,0,10857.5
18227,2018-02-01,12839,1,6437,12558,1,17,0,10857.5
12926,2017-11-09,12839,1,6437,12510,1,17,0,10857.5
17825,2018-01-25,12839,1,6437,12463,1,17,0,10857.5
18625,2018-02-08,12839,1,6437,12435,1,17,0,10857.5
20178,2018-03-08,12797,1,7840,12383,3,11,0,4454.0
13755,2017-11-23,12839,1,6437,12367,1,17,0,10857.5
17011,2018-01-11,12839,1,6437,12224,1,17,0,10857.5
21624,2018-03-29,12841,2,7840,12180,3,18,1,1680.0
12516,2017-11-02,12839,4,7840,12130,3,17,2,3471.0
19031,2018-02-15,12839,1,6437,12018,1,17,0,10857.5
22433,2018-04-12,12809,4,7840,11920,3,15,2,6715.0
13946,2017-11-30,12752,2,7840,11889,3,6,1,1687.142857142857
15432,2017-12-21,12839,1,6437,11578,1,17,0,10857.5
19865,2018-03-01,12839,1,6437,11561,1,17,0,10857.5
15337,2017-12-21,12797,4,7840,11541,3,11,2,1397.6
11647,2017-10-19,12839,1,6437,11521,1,17,0,10857.5
12066,2017-10-26,12839,1,6437,11357,1,17,0,10857.5
15019,2017-12-14,12839,1,7840,11242,3,17,0,1904.25
14051,2017-11-30,12779,4,7840,11226,3,10,2,1397.6
17136,2018-01-18,12731,2,7840,11195,3,3,1,2421.4
17730,2018-01-25,12797,2,7840,11193,3,11,1,3009.5
18775,2018-02-15,12750,1,7840,11076,3,5,0,3592.0
22458,2018-04-12,12839,1,6437,10961,1,17,0,10857.5
14176,2017-11-30,12839,1,6555,10843,2,17,0,3870.0
12500,2017-11-02,12839,1,6555,10831,2,17,0,3870.0
19330,2018-02-22,12797,1,7840,10825,3,11,0,4454.0
21324,2018-03-29,12750,2,7840,10777,3,5,1,1687.142857142857
18773,2018-02-15,12750,1,6437,10736,1,5,0,8044.0
22845,2018-04-19,12839,1,6437,10709,1,17,0,10857.5
20724,2018-03-15,12839,1,6437,10560,1,17,0,10857.5
17329,2018-01-18,12797,2,7840,10496,3,11,1,3009.5
22151,2018-04-12,12731,2,7840,10473,3,3,1,2421.4
12455,2017-11-02,12809,1,7840,10426,3,15,0,4341.0
14213,2017-11-30,12841,2,7840,10423,3,18,1,1680.0
14991,2017-12-14,12809,4,7840,10423,3,15,2,6715.0
17429,2018-01-18,12839,1,7840,10399,3,17,0,1904.25
19182,2018-02-22,12750,1,7840,10398,3,5,0,3592.0
21104,2018-03-22,12808,2,7840,10355,3,14,1,2870.0
10414,2017-09-28,12839,1,6555,10346,2,17,0,3870.0
18341,2018-02-08,12731,2,7840,10340,3,3,1,2421.4
14976,2017-12-14,12809,1,7840,10300,3,15,0,4341.0
18932,2018-02-15,12797,2,7840,10290,3,11,1,3009.5
20075,2018-03-08,12761,1,6437,10282,1,7,0,10128.0
10373,2017-09-28,12809,1,7840,10258,3,15,0,4341.0
14589,2017-12-07,12839,1,6437,10196,1,17,0,10857.5
13906,2017-11-30,12750,1,6437,10119,1,5,0,8044.0
21919,2018-04-05,12797,4,7840,10095,3,11,2,1397.6
22022,2018-04-05,12839,1,7840,10087,3,17,0,1904.25
18514,2018-02-08,12797,1,7840,10073,3,11,0,4454.0
16605,2018-01-04,12839,1,6555,10063,2,17,0,3870.0
22806,2018-04-19,12809,1,7840,10027,3,15,0,4341.0
21155,2018-03-22,12839,1,6437,10007,1,17,0,10857.5
12276,2017-11-02,12761,1,6437,9914,1,7,0,10128.0
10200,2017-09-28,12761,1,6437,9832,1,7,0,10128.0
10968,2017-10-12,12750,1,6437,9828,1,5,0,8044.0
12375,2017-11-02,12797,1,6437,9781,1,11,0,8379.0
13342,2017-11-16,12839,1,6437,9764,1,17,0,10857.5
18371,2018-02-08,12750,1,7840,9761,3,5,0,3592.0
11229,2017-10-12,12839,1,6555,9657,2,17,0,3870.0
14058,2017-11-30,12797,1,7840,9649,3,11,0,4454.0
19342,2018-02-22,12797,2,7840,9627,3,11,1,3009.5
22021,2018-04-05,12839,1,6555,9609,2,17,0,3870.0
17401,2018-01-18,12809,4,7840,9574,3,15,2,6715.0
22229,2018-04-12,12752,4,7840,9562,3,6,2,1799.857142857143
17315,2018-01-18,12797,1,7840,9503,3,11,0,4454.0
10560,2017-10-05,12750,1,6437,9501,1,5,0,8044.0
22356,2018-04-12,12797,2,7840,9457,3,11,1,3009.5
14072,2017-11-30,12797,2,7840,9362,3,11,1,3009.5
19822,2018-03-01,12809,1,7840,9355,3,15,0,4341.0
18187,2018-02-01,12809,1,7840,9300,3,15,0,4341.0
11017,2017-10-12,12761,1,6437,9246,1,7,0,10128.0
10816,2017-10-05,12839,1,6555,9231,2,17,0,3870.0
21799,2018-04-05,12761,1,6437,9217,1,7,0,10128.0
14056,2017-11-30,12797,1,6437,9159,1,11,0,8379.0
17204,2018-01-18,12752,2,7840,9158,3,6,1,1687.142857142857
19222,2018-02-22,12752,2,7840,9157,3,6,1,1687.142857142857
14193,2017-11-30,12839,4,7840,9127,3,17,2,3471.0
19180,2018-02-22,12750,1,6437,9125,1,5,0,8044.0
21954,2018-04-05,12808,1,7840,9088,3,14,0,1195.5
19443,2018-02-22,12839,1,7840,9072,3,17,0,1904.25
10150,2017-09-28,12750,1,6437,9031,1,5,0,8044.0
11383,2017-10-19,12750,1,6437,9020,1,5,0,8044.0
15035,2017-12-14,12839,4,7840,8999,3,17,2,3471.0
18263,2018-02-01,12841,2,7840,8960,3,18,1,1680.0
17218,2018-01-18,12761,1,6437,8941,1,7,0,10128.0
14558,2017-12-07,12809,1,42158,8826,12,15,0,5872.0
13756,2017-11-23,12839,1,6555,8805,2,17,0,3870.0
17443,2018-01-18,12839,4,7840,8799,3,17,2,3471.0
21583,2018-03-29,12839,1,6437,8784,1,17,0,10857.5
11431,2017-10-19,12761,1,6437,8765,1,7,0,10128.0
11112,2017-10-12,12797,1,6437,8763,1,11,0,8379.0
21744,2018-04-05,12750,1,6437,8749,1,5,0,8044.0
11528,2017-10-19,12797,1,6437,8747,1,11,0,8379.0
11133,2017-10-12,12797,4,7840,8698,3,11,2,1397.6
19048,2018-02-15,12839,4,7840,8622,3,17,2,3471.0
18228,2018-02-01,12839,1,6555,8610,2,17,0,3870.0
14378,2017-12-07,12761,1,6437,8548,1,7,0,10128.0
20697,2018-03-15,12809,4,7840,8537,3,15,2,6715.0
18991,2018-02-15,12809,1,6437,8518,1,15,0,7146.75
12381,2017-11-02,12797,1,38588,8517,8,11,0,6951.0
20887,2018-03-22,12750,1,6437,8508,1,5,0,8044.0
21901,2018-04-05,12797,1,7840,8501,3,11,0,4454.0
12927,2017-11-09,12839,1,6555,8497,2,17,0,3870.0
22656,2018-04-19,12761,1,7840,8452,3,7,0,1636.8
21191,2018-03-22,12841,2,7840,8434,3,18,1,1680.0
18599,2018-02-08,12809,4,7840,8420,3,15,2,6715.0
17428,2018-01-18,12839,1,6555,8358,2,17,0,3870.0
20022,2018-03-08,12750,1,7840,8353,3,5,0,3592.0
12803,2017-11-09,12797,1,6437,8340,1,11,0,8379.0
21985,2018-04-05,12809,1,42158,8303,12,15,0,5872.0
11648,2017-10-19,12839,1,6555,8297,2,17,0,3870.0
16900,2018-01-11,12797,1,7840,8295,3,11,0,4454.0
17573,2018-01-25,12750,1,6437,8292,1,5,0,8044.0
10295,2017-09-28,12797,1,6437,8290,1,11,0,8379.0
17969,2018-02-01,12750,1,6437,8280,1,5,0,8044.0
16572,2018-01-04,12809,1,42158,8269,12,15,0,5872.0
16563,2018-01-04,12809,1,6437,8259,1,15,0,7146.75
18626,2018-02-08,12839,1,6555,8248,2,17,0,3870.0
16316,2018-01-04,12731,2,7840,8233,3,3,1,2421.4
20926,2018-03-22,12752,2,7840,8223,3,6,1,1687.142857142857
17942,2018-02-01,12731,2,7840,8183,3,3,1,2421.4
10201,2017-09-28,12761,1,6555,8177,2,7,0,6059.0
19236,2018-02-22,12761,1,6437,8163,1,7,0,10128.0
19000,2018-02-15,12809,1,42158,8162,12,15,0,5872.0
22156,2018-04-12,12731,4,7840,8158,3,3,2,1799.857142857143
13654,2017-11-23,12797,2,7840,8156,3,11,1,3009.5
13926,2017-11-30,12750,4,7840,8109,3,5,2,1799.857142857143
15018,2017-12-14,12839,1,6555,8108,2,17,0,3870.0
14325,2017-12-07,12750,1,6437,8093,1,5,0,8044.0
17029,2018-01-11,12839,4,7840,8093,3,17,2,3471.0
20476,2018-03-15,12750,4,7840,8081,3,5,2,1799.857142857143
12453,2017-11-02,12809,1,6437,8072,1,15,0,7146.75
21231,2018-03-29,12636,2,7840,8050,3,1,1,1610.0
11946,2017-10-26,12797,1,6437,8032,1,11,0,8379.0
19398,2018-02-22,12809,1,6437,8024,1,15,0,7146.75
17792,2018-01-25,12809,1,42158,7984,12,15,0,5872.0
19328,2018-02-22,12797,1,6437,7976,1,11,0,8379.0
10701,2017-10-05,12797,1,6437,7961,1,11,0,8379.0
17012,2018-01-11,12839,1,6555,7956,2,17,0,3870.0
17165,2018-01-18,12750,1,6437,7955,1,5,0,8044.0
20300,2018-03-08,12839,1,6555,7924,2,17,0,3870.0
20301,2018-03-08,12839,1,7840,7906,3,17,0,1904.25
13638,2017-11-23,12797,1,6437,7858,1,11,0,8379.0
22846,2018-04-19,12839,1,6555,7848,2,17,0,3870.0
21420,2018-03-29,12765,2,7840,7836,3,9,1,1687.142857142857
16345,2018-01-04,12750,1,6437,7824,1,5,0,8044.0
14132,2017-11-30,12809,1,6437,7823,1,15,0,7146.75
21925,2018-04-05,12802,1,7840,7809,3,12,0,1732.5
17385,2018-01-18,12809,1,6437,7805,1,15,0,7146.75
18916,2018-02-15,12797,1,6437,7805,1,11,0,8379.0
18418,2018-02-08,12761,1,6437,7795,1,7,0,10128.0
22621,2018-04-19,12750,4,7840,7786,3,5,2,1799.857142857143
19442,2018-02-22,12839,1,6555,7780,2,17,0,3870.0
19644,2018-03-01,12761,1,6437,7763,1,7,0,10128.0
10579,2017-10-05,12750,4,7840,7756,3,5,2,1799.857142857143
19032,2018-02-15,12839,1,6555,7750,2,17,0,3870.0
13952,2017-11-30,12752,4,7840,7746,3,6,2,1799.857142857143
18194,2018-02-01,12809,1,42158,7730,12,15,0,5872.0
13492,2017-11-23,12750,1,6437,7706,1,5,0,8044.0
20176,2018-03-08,12797,1,6437,7693,1,11,0,8379.0
18593,2018-02-08,12809,1,42158,7691,12,15,0,5872.0
10000,2017-09-21,12839,1,6555,7658,2,17,0,3870.0
12067,2017-10-26,12839,1,6555,7655,2,17,0,3870.0
22183,2018-04-12,12750,1,7840,7647,3,5,0,3592.0
18824,2018-02-15,12761,1,6437,7619,1,7,0,10128.0
16400,2018-01-04,12761,1,6437,7607,1,7,0,10128.0
21976,2018-04-05,12809,1,6437,7604,1,15,0,7146.75
20682,2018-03-15,12809,1,7840,7600,3,15,0,4341.0
18584,2018-02-08,12809,1,6437,7577,1,15,0,7146.75
12104,2017-10-26,12841,2,7840,7573,3,18,1,1680.0
22418,2018-04-12,12809,1,7840,7572,3,15,0,4341.0
19066,2018-02-15,12841,2,7840,7560,3,18,1,1680.0
21352,2018-03-29,12752,4,7840,7539,3,6,2,1799.857142857143
22417,2018-04-12,12809,1,6555,7535,2,15,0,5108.166666666667
19407,2018-02-22,12809,1,42158,7523,12,15,0,5872.0
17826,2018-01-25,12839,1,6555,7496,2,17,0,3870.0
11204,2017-10-12,12809,4,7840,7495,3,15,2,6715.0
13959,2017-11-30,12761,1,6437,7491,1,7,0,10128.0
18512,2018-02-08,12797,1,6437,7483,1,11,0,8379.0
18811,2018-02-15,12752,2,7840,7480,3,6,1,1687.142857142857
22181,2018-04-12,12750,1,6437,7472,1,5,0,8044.0
20607,2018-03-15,12797,1,7840,7439,3,11,0,4454.0
20264,2018-03-08,12809,1,42158,7435,12,15,0,5872.0
22342,2018-04-12,12797,1,7840,7435,3,11,0,4454.0
17785,2018-01-25,12809,1,7840,7431,3,15,0,4341.0
18115,2018-02-01,12797,1,7840,7426,3,11,0,4454.0
17313,2018-01-18,12797,1,6437,7420,1,11,0,8379.0
21746,2018-04-05,12750,1,7840,7417,3,5,0,3592.0
11852,2017-10-26,12761,1,6437,7401,1,7,0,10128.0
21535,2018-03-29,12808,4,7840,7391,3,14,2,486.0
13080,2017-11-16,12750,1,6437,7364,1,5,0,8044.0
15736,2017-12-28,12797,2,7840,7326,3,11,1,3009.5
13544,2017-11-23,12761,1,6437,7310,1,7,0,10128.0
22038,2018-04-05,12839,4,7840,7301,3,17,2,3471.0
12277,2017-11-02,12761,1,6555,7277,2,7,0,6059.0
19745,2018-03-01,12797,1,7840,7241,3,11,0,4454.0
18113,2018-02-01,12797,1,6437,7216,1,11,0,8379.0
18971,2018-02-15,12808,1,7840,7208,3,14,0,1195.5
17983,2018-02-01,12750,2,7840,7203,3,5,1,1687.142857142857
15406,2017-12-21,12809,4,7840,7200,3,15,2,6715.0
21112,2018-03-22,12809,1,6437,7197,1,15,0,7146.75
11245,2017-10-12,12839,4,7840,7186,3,17,2,3471.0
22602,2018-04-19,12750,1,7840,7182,3,5,0,3592.0
12707,2017-11-09,12761,1,6437,7174,1,7,0,10128.0
16580,2018-01-04,12809,4,7840,7162,3,15,2,6715.0
17620,2018-01-25,12761,1,6437,7141,1,7,0,10128.0
14783,2017-12-14,12752,2,7840,7139,3,6,1,1687.142857142857
11186,2017-10-12,12809,1,6437,7126,1,15,0,7146.75
11018,2017-10-12,12761,1,6555,7117,2,7,0,6059.0
13131,2017-11-16,12761,1,6437,7113,1,7,0,10128.0
19590,2018-03-01,12750,1,6437,7107,1,5,0,8044.0
19820,2018-03-01,12809,1,6437,7107,1,15,0,7146.75
19602,2018-03-01,12750,1,123492,7084,17,5,0,3437.0
13359,2017-11-16,12839,4,7840,7075,3,17,2,3471.0
20940,2018-03-22,12761,1,6437,7071,1,7,0,10128.0
19866,2018-03-01,12839,1,6555,7047,2,17,0,3870.0
11192,2017-10-12,12809,1,38588,7037,8,15,0,3409.0
14797,2017-12-14,12761,1,6437,7022,1,7,0,10128.0
11620,2017-10-19,12809,4,7840,7020,3,15,2,6715.0
15391,2017-12-21,12809,1,7840,7017,3,15,0,4341.0
20204,2018-03-08,12802,1,7840,7012,3,12,0,1732.5
11432,2017-10-19,12761,1,6555,6984,2,7,0,6059.0
18816,2018-02-15,12752,4,7840,6979,3,6,2,1799.857142857143
16971,2018-01-11,12809,1,7840,6977,3,15,0,4341.0
16978,2018-01-11,12809,1,42158,6977,12,15,0,5872.0
13224,2017-11-16,12797,1,6437,6958,1,11,0,8379.0
17714,2018-01-25,12797,1,6437,6917,1,11,0,8379.0
20272,2018-03-08,12809,4,7840,6906,3,15,2,6715.0
15834,2017-12-28,12839,1,6437,6882,1,17,0,10857.5
19990,2018-03-08,12731,2,7840,6861,3,3,1,2421.4
11808,2017-10-26,12750,1,38588,6840,8,5,0,2538.0
19829,2018-03-01,12809,1,42158,6833,12,15,0,5872.0
21448,2018-03-29,12779,2,7840,6795,3,10,1,6155.0
16565,2018-01-04,12809,1,7840,6786,3,15,0,4341.0
20725,2018-03-15,12839,1,6555,6783,2,17,0,3870.0
14327,2017-12-07,12750,1,7840,6780,3,5,0,3592.0
20217,2018-03-08,12803,1,7840,6759,3,13,0,1732.5
21718,2018-04-05,12731,4,7840,6754,3,3,2,1799.857142857143
21114,2018-03-22,12809,1,7840,6743,3,15,0,4341.0
11603,2017-10-19,12809,1,6437,6739,1,15,0,7146.75
21040,2018-03-22,12797,1,7840,6739,3,11,0,4454.0
20277,2018-03-08,12820,1,6437,6734,1,16,0,4126.0
14078,2017-11-30,12797,4,7840,6728,3,11,2,1397.6
14740,2017-12-14,12750,1,6437,6723,1,5,0,8044.0
21254,2018-03-29,12656,2,7840,6720,3,2,1,1610.0
10776,2017-10-05,12809,1,6437,6706,1,15,0,7146.75
16805,2018-01-11,12761,1,6437,6702,1,7,0,10128.0
21800,2018-04-05,12761,1,6555,6697,2,7,0,6059.0
16898,2018-01-11,12797,1,6437,6691,1,11,0,8379.0
16914,2018-01-11,12797,2,7840,6677,3,11,1,3009.5
19743,2018-03-01,12797,1,6437,6677,1,11,0,8379.0
16489,2018-01-04,12797,1,6437,6674,1,11,0,8379.0
14549,2017-12-07,12809,1,6437,6662,1,15,0,7146.75
18627,2018-02-08,12839,1,7840,6655,3,17,0,1904.25
21952,2018-04-05,12808,1,6437,6650,1,14,0,4127.0
13960,2017-11-30,12761,1,6555,6648,2,7,0,6059.0
22654,2018-04-19,12761,1,6437,6631,1,7,0,10128.0
20605,2018-03-15,12797,1,6437,6627,1,11,0,8379.0
17716,2018-01-25,12797,1,7840,6625,3,11,0,4454.0
11803,2017-10-26,12750,1,6555,6620,2,5,0,6657.0
12377,2017-11-02,12797,1,7840,6610,3,11,0,4454.0
13713,2017-11-23,12809,1,6437,6610,1,15,0,7146.75
19821,2018-03-01,12809,1,6555,6606,2,15,0,5108.166666666667
14762,2017-12-14,12750,4,7840,6602,3,5,2,1799.857142857143
16969,2018-01-11,12809,1,6437,6600,1,15,0,7146.75
12428,2017-11-02,12808,1,6437,6598,1,14,0,4127.0
19605,2018-03-01,12750,2,7840,6596,3,5,1,1687.142857142857
12462,2017-11-02,12809,1,42158,6591,12,15,0,5872.0
14474,2017-12-07,12797,1,6437,6591,1,11,0,8379.0
21899,2018-04-05,12797,1,6437,6589,1,11,0,8379.0
18019,2018-02-01,12761,1,6437,6587,1,7,0,10128.0
10270,2017-09-28,12779,1,6437,6582,1,10,0,5282.0
15433,2017-12-21,12839,1,6555,6580,2,17,0,3870.0
12023,2017-10-26,12809,1,6437,6571,1,15,0,7146.75
14741,2017-12-14,12750,1,6555,6566,2,5,0,6657.0
11534,2017-10-19,12797,1,38588,6561,8,11,0,6951.0
17783,2018-01-25,12809,1,6437,6557,1,15,0,7146.75
10371,2017-09-28,12809,1,6437,6554,1,15,0,7146.75
14138,2017-11-30,12809,1,38588,6523,8,15,0,3409.0
17971,2018-02-01,12750,1,7840,6519,3,5,0,3592.0
19478,2018-02-22,12841,2,7840,6510,3,18,1,1680.0
12890,2017-11-09,12809,1,42158,6479,12,15,0,5872.0
17076,2018-01-18,12636,1,6437,6458,1,1,0,3880.0
21790,2018-04-05,12752,4,7840,6434,3,6,2,1799.857142857143
12656,2017-11-09,12750,1,6555,6427,2,5,0,6657.0
11612,2017-10-19,12809,1,42158,6422,12,15,0,5872.0
19592,2018-03-01,12750,1,7840,6416,3,5,0,3592.0
18185,2018-02-01,12809,1,6437,6410,1,15,0,7146.75
17407,2018-01-18,12820,1,6437,6386,1,16,0,4126.0
14590,2017-12-07,12839,1,6555,6382,2,17,0,3870.0
20232,2018-03-08,12808,1,7840,6344,3,14,0,1195.5
12349,2017-11-02,12779,1,6437,6342,1,10,0,5282.0
10301,2017-09-28,12797,1,38588,6322,8,11,0,6951.0
21308,2018-03-29,12750,1,6437,6316,1,5,0,8044.0
12881,2017-11-09,12809,1,6437,6313,1,15,0,7146.75
14028,2017-11-30,12779,1,6437,6311,1,10,0,5282.0
21156,2018-03-22,12839,1,6555,6307,2,17,0,3870.0
19630,2018-03-01,12752,2,7840,6305,3,6,1,1687.142857142857
19931,2018-03-08,12636,1,6437,6300,1,1,0,3880.0
20256,2018-03-08,12809,1,6555,6294,2,15,0,5108.166666666667
14974,2017-12-14,12809,1,6437,6290,1,15,0,7146.75
10389,2017-09-28,12809,4,7840,6277,3,15,2,6715.0
13343,2017-11-16,12839,1,6555,6256,2,17,0,3870.0
10612,2017-10-05,12761,1,6437,6251,1,7,0,10128.0
22813,2018-04-19,12809,1,42158,6244,12,15,0,5872.0
19033,2018-02-15,12839,1,7840,6240,3,17,0,1904.25
12376,2017-11-02,12797,1,6555,6233,2,11,0,5593.0
15450,2017-12-21,12839,4,7840,6230,3,17,2,3471.0
21038,2018-03-22,12797,1,6437,6230,1,11,0,8379.0
10784,2017-10-05,12809,1,42158,6222,12,15,0,5872.0
12232,2017-11-02,12750,1,42158,6211,12,5,0,6196.333333333333
20076,2018-03-08,12761,1,6555,6211,2,7,0,6059.0
11195,2017-10-12,12809,1,42158,6198,12,15,0,5872.0
20324,2018-03-08,12841,1,7840,6189,3,18,0,1106.5
17166,2018-01-18,12750,1,6555,6188,2,5,0,6657.0
14897,2017-12-14,12797,1,7840,6184,3,11,0,4454.0
16755,2018-01-11,12750,1,6555,6154,2,5,0,6657.0
10188,2017-09-28,12752,2,7840,6151,3,6,1,1687.142857142857
16542,2018-01-04,12808,1,6437,6138,1,14,0,4127.0
13722,2017-11-23,12809,1,42158,6137,12,15,0,5872.0
18792,2018-02-15,12750,4,7840,6127,3,5,2,1799.857142857143
11952,2017-10-26,12797,1,38588,6119,8,11,0,6951.0
17219,2018-01-18,12761,1,6555,6115,2,7,0,6059.0
22847,2018-04-19,12839,1,7840,6113,3,17,0,1904.25
17386,2018-01-18,12809,1,6555,6099,2,15,0,5108.166666666667
11128,2017-10-12,12797,2,7840,6082,3,11,1,3009.5
17363,2018-01-18,12808,1,6437,6077,1,14,0,4127.0
14069,2017-11-30,12797,1,123492,6057,17,11,0,3884.0
20512,2018-03-15,12761,1,6437,6052,1,7,0,10128.0
14133,2017-11-30,12809,1,6555,6047,2,15,0,5108.166666666667
13823,2017-11-30,12636,1,6555,6032,2,1,0,3499.0
19599,2018-03-01,12750,1,42158,6026,12,5,0,6196.333333333333
14895,2017-12-14,12797,1,6437,6023,1,11,0,8379.0
13081,2017-11-16,12750,1,6555,6009,2,5,0,6657.0
22238,2018-04-12,12761,1,6437,6003,1,7,0,10128.0
12454,2017-11-02,12809,1,6555,5999,2,15,0,5108.166666666667
20680,2018-03-15,12809,1,6437,5993,1,15,0,7146.75
14912,2017-12-14,12797,2,7840,5988,3,11,1,3009.5
12809,2017-11-09,12797,1,38588,5982,8,11,0,6951.0
22340,2018-04-12,12797,1,6437,5980,1,11,0,8379.0
15180,2017-12-21,12750,1,123492,5972,17,5,0,3437.0
17077,2018-01-18,12636,1,6555,5964,2,1,0,3499.0
22883,2018-04-19,12841,2,7840,5962,3,18,1,1680.0
10296,2017-09-28,12797,1,6555,5960,2,11,0,5593.0
10151,2017-09-28,12750,1,6555,5958,2,5,0,6657.0
14057,2017-11-30,12797,1,6555,5955,2,11,0,5593.0
21999,2018-04-05,12820,1,6437,5931,1,16,0,4126.0
13318,2017-11-16,12809,4,7840,5916,3,15,2,6715.0
16564,2018-01-04,12809,1,6555,5896,2,15,0,5108.166666666667
16950,2018-01-11,12808,1,6437,5896,1,14,0,4127.0
17284,2018-01-18,12779,1,6437,5882,1,10,0,5282.0
10979,2017-10-12,12750,1,123492,5876,17,5,0,3437.0
12032,2017-10-26,12809,1,42158,5873,12,15,0,5872.0
12898,2017-11-09,12809,4,7840,5861,3,15,2,6715.0
18787,2018-02-15,12750,2,7840,5860,3,5,1,1687.142857142857
18585,2018-02-08,12809,1,6555,5857,2,15,0,5108.166666666667
16346,2018-01-04,12750,1,6555,5855,2,5,0,6657.0
12476,2017-11-02,12820,1,6437,5852,1,16,0,4126.0
15398,2017-12-21,12809,1,42158,5847,12,15,0,5872.0
19096,2018-02-22,12636,1,6437,5847,1,1,0,3880.0
15332,2017-12-21,12797,2,7840,5846,3,11,1,3009.5
16622,2018-01-04,12839,4,7840,5845,3,17,2,3471.0
17582,2018-01-25,12750,1,42158,5845,12,5,0,6196.333333333333
11118,2017-10-12,12797,1,38588,5837,8,11,0,6951.0
21870,2018-04-05,12779,1,6437,5835,1,10,0,5282.0
20453,2018-03-15,12750,1,6437,5832,1,5,0,8044.0
11113,2017-10-12,12797,1,6555,5829,2,11,0,5593.0
20147,2018-03-08,12779,1,6437,5828,1,10,0,5282.0
12470,2017-11-02,12809,4,7840,5818,3,15,2,6715.0
18177,2018-02-01,12808,2,7840,5810,3,14,1,2870.0
13301,2017-11-16,12809,1,6437,5808,1,15,0,7146.75
15222,2017-12-21,12761,1,6437,5803,1,7,0,10128.0
20230,2018-03-08,12808,1,6437,5783,1,14,0,4127.0
10297,2017-09-28,12797,1,7840,5776,3,11,0,4454.0
11529,2017-10-19,12797,1,6555,5776,2,11,0,5593.0
18527,2018-02-08,12797,2,7840,5771,3,11,1,3009.5
21121,2018-03-22,12809,1,42158,5767,12,15,0,5872.0
19377,2018-02-22,12808,1,6437,5762,1,14,0,4127.0
12282,2017-11-02,12761,1,38588,5751,8,7,0,1680.3333333333333
10707,2017-10-05,12797,1,38588,5748,8,11,0,6951.0
22804,2018-04-19,12809,1,6437,5733,1,15,0,7146.75
12262,2017-11-02,12752,2,7840,5724,3,6,1,1687.142857142857
13918,2017-11-30,12750,1,123492,5723,17,5,0,3437.0
21584,2018-03-29,12839,1,6555,5723,2,17,0,3870.0
