fecha,agencia_id,canal_id,producto_id,venta_uni,Week,Month,lag1month,lag2month,lag4month,lag8month,lag05month,lag6month,lag3month
2017-08-10,6,4,123460,19,32,8,131,391,1086,1231,391,1086,1231
2017-08-10,8,1,44117,1,32,8,1,5,27,38,5,27,38
2017-08-10,0,1,6011,21,32,8,332,709,857,909,709,857,909
2017-08-10,4,1,123576,225,32,8,1262,3166,6168,6488,3166,6168,6488
2017-08-10,6,1,32354,36,32,8,212,423,939,1017,423,939,1017
2017-08-10,16,1,123492,992,32,8,3770,7618,14414,15325,7618,14414,15325
2017-08-10,17,1,7840,1932,32,8,9184,19183,50395,60457,19183,50395,60457
2017-08-10,13,1,41653,44,32,8,203,367,755,795,367,755,795
2017-08-10,3,1,6555,2608,32,8,12426,25429,53288,54326,25429,53288,54326
2017-08-10,8,1,9784,166,32,8,629,835,1254,1302,835,1254,1302
2017-08-10,16,1,7840,942,32,8,3598,7480,21271,25021,7480,21271,25021
2017-08-10,0,1,6555,615,32,8,2806,5442,10741,11301,5442,10741,11301
2017-08-10,12,1,6437,2804,32,8,12936,25719,54517,58449,25719,54517,58449
2017-08-10,16,4,123460,12,32,8,110,203,239,255,203,239,255
2017-08-10,9,4,123460,8,32,8,83,421,1813,1885,421,1813,1885
2017-08-10,4,1,42124,7,32,8,931,2048,3415,3675,2048,3415,3675
2017-08-10,18,1,33258,4,32,8,59,98,242,254,98,242,254
2017-08-10,7,1,33258,50,32,8,101,208,474,501,208,474,501
2017-08-10,2,4,38588,179,32,8,586,1038,2835,2835,1038,2835,2835
2017-08-10,12,1,32354,22,32,8,99,193,471,494,193,471,494
2017-08-10,18,1,123576,238,32,8,1677,3941,9285,10111,3941,9285,10111
2017-08-10,5,1,33258,24,32,8,175,317,690,725,317,690,725
2017-08-10,5,1,7840,4564,32,8,17384,30769,74319,82960,30769,74319,82960
2017-08-10,4,4,35549,275,32,8,883,1411,2277,2405,1411,2277,2405
2017-08-10,1,1,38588,1383,32,8,7630,7630,23886,27779,7630,23886,27779
2017-08-10,6,1,7840,295,32,8,2064,4317,14656,22511,4317,14656,22511
2017-08-10,17,4,42158,12,32,8,64,104,193,205,104,193,205
2017-08-10,4,1,9784,39,32,8,696,1393,2547,2659,1393,2547,2659
2017-08-10,17,1,42158,1439,32,8,7605,16493,38060,40800,16493,38060,40800
2017-08-10,18,4,35549,9,32,8,14,50,116,116,50,116,116
2017-08-10,5,1,123335,149,32,8,831,1919,3961,4381,1919,3961,4381
2017-08-10,14,1,6437,5414,32,8,18532,44581,62246,68152,44581,62246,68152
2017-08-10,8,1,42158,559,32,8,2561,5156,10675,11285,5156,10675,11285
2017-08-10,1,4,6437,101,32,8,560,560,1330,1496,560,1330,1496
2017-08-17,14,4,35549,10,33,8,20,50,116,116,50,116,116
2017-08-17,3,4,6011,86,33,8,258,442,591,604,442,591,604
2017-08-17,18,1,44117,7,33,8,2,6,36,45,6,36,45
2017-08-17,1,1,38588,198,33,8,7160,9013,23072,29162,9013,23072,29162
2017-08-17,10,1,6555,1618,33,8,3739,8210,17696,19863,8210,17696,19863
2017-08-17,8,1,32354,2,33,8,9,18,54,65,18,54,65
2017-08-17,10,4,7840,1398,33,8,4501,10214,26595,31943,10214,26595,31943
2017-08-17,1,1,44117,33,33,8,9,10,84,117,10,84,117
2017-08-17,11,1,123335,207,33,8,891,1802,3761,4193,1802,3761,4193
2017-08-17,7,1,42124,25,33,8,104,288,531,637,288,531,637
2017-08-17,12,1,44117,38,33,8,8,17,50,65,17,50,65
2017-08-17,0,1,6555,1106,33,8,2638,5418,10774,11916,5418,10774,11916
2017-08-17,10,4,38588,551,33,8,1740,3749,6615,7516,3749,6615,7516
2017-08-17,7,1,32354,111,33,8,339,822,1530,1645,822,1530,1645
2017-08-17,0,4,6437,144,33,8,304,617,1088,1172,617,1088,1172
2017-08-17,4,4,42124,75,33,8,273,570,766,885,570,766,885
2017-08-17,7,1,42158,1232,33,8,4006,8679,23535,27833,8679,23535,27833
2017-08-17,7,1,123335,250,33,8,782,2038,5939,6774,2038,5939,6774
2017-08-17,7,1,41653,324,33,8,457,1062,1644,1798,1062,1644,1798
2017-08-17,4,1,42124,346,33,8,633,1796,3282,3682,1796,3282,3682
2017-08-17,18,1,38588,955,33,8,3781,8848,19129,22829,8848,19129,22829
2017-08-17,16,4,123460,72,33,8,114,215,215,267,215,215,267
2017-08-17,17,1,33258,103,33,8,416,802,1772,1979,802,1772,1979
2017-08-17,17,1,6555,6115,33,8,31987,55606,118701,132265,55606,118701,132265
2017-08-17,12,1,39109,68,33,8,631,1407,2868,3416,1407,2868,3416
2017-08-17,0,4,123460,18,33,8,85,130,320,326,130,320,326
2017-08-17,6,4,42158,337,33,8,1043,2107,4324,4923,2107,4324,4923
2017-08-17,10,4,6011,59,33,8,176,365,621,765,365,621,765
2017-08-17,11,1,6555,5359,33,8,20063,40771,84486,93972,40771,84486,93972
2017-08-17,18,1,7840,3193,33,8,5052,11059,28825,38365,11059,28825,38365
2017-08-17,1,1,123335,25,33,8,201,342,1121,1325,342,1121,1325
2017-08-17,11,1,42158,5176,33,8,16475,36001,82039,91882,36001,82039,91882
2017-08-17,5,1,7840,6270,33,8,17745,32022,73272,87524,32022,73272,87524
2017-08-17,13,1,6555,1332,33,8,8485,16668,23558,23558,16668,23558,23558
2017-08-17,9,4,42124,14,33,8,152,315,822,938,315,822,938
2017-08-17,4,1,6555,835,33,8,1574,3327,8012,8841,3327,8012,8841
2017-08-17,9,4,123460,11,33,8,31,357,1759,1893,357,1759,1893
2017-08-17,14,4,123460,56,33,8,183,276,859,932,276,859,932
2017-08-17,17,1,6437,15878,33,8,45946,95895,176770,196052,95895,176770,196052
2017-08-17,0,4,38588,189,33,8,504,1027,2066,2377,1027,2066,2377
2017-08-17,11,1,39109,317,33,8,1666,4034,8138,8838,4034,8138,8838
2017-08-17,14,1,44117,14,33,8,31,74,181,243,74,181,243
2017-08-17,10,1,7840,1448,33,8,3032,7046,18996,23371,7046,18996,23371
2017-08-17,4,1,9784,11,33,8,685,1205,2499,2698,1205,2499,2698
2017-08-17,15,1,123492,5878,33,8,16291,30324,64557,75192,30324,64557,75192
2017-08-17,10,1,32354,84,33,8,261,503,1084,1205,503,1084,1205
2017-08-17,8,1,33258,10,33,8,57,110,222,239,110,222,239
2017-08-17,10,1,38588,663,33,8,1427,3573,9389,10462,3573,9389,10462
2017-08-17,2,4,123460,1,33,8,10,227,1362,1530,227,1362,1530
2017-08-17,16,4,7840,175,33,8,2271,3222,7318,8245,3222,7318,8245
2017-08-17,15,1,39109,218,33,8,1340,1371,6155,8038,1371,6155,8038
2017-08-17,5,1,123576,3314,33,8,12588,25070,49343,55597,25070,49343,55597
2017-08-17,11,1,32354,34,33,8,168,352,641,702,352,641,702
2017-08-17,4,1,6011,163,33,8,555,1038,2084,2284,1038,2084,2284
2017-08-17,9,4,38588,915,33,8,3067,5464,7889,9176,5464,7889,9176
2017-08-17,0,1,123335,43,33,8,51,162,963,1293,162,963,1293
2017-08-17,17,4,6437,615,33,8,4214,10110,18793,20463,10110,18793,20463
2017-08-17,2,1,6011,2,33,8,32,68,280,310,68,280,310
2017-08-17,18,2,7840,1119,33,8,2104,6564,15101,31481,6564,15101,31481
2017-08-17,6,4,123460,70,33,8,127,410,941,1250,410,941,1250
2017-08-17,7,1,7840,2241,33,8,5204,12871,34742,43568,12871,34742,43568
2017-08-17,1,1,6011,4,33,8,26,42,288,569,42,288,569
2017-08-17,18,1,6555,2593,33,8,7307,16452,37521,42549,16452,37521,42549
2017-08-17,10,1,39109,309,33,8,374,753,1111,1135,753,1111,1135
2017-08-17,17,4,6011,217,33,8,795,1644,3073,3364,1644,3073,3364
2017-08-17,0,1,123492,700,33,8,2019,3935,8115,8768,3935,8115,8768
2017-08-17,11,4,6011,62,33,8,398,904,1505,1680,904,1505,1680
2017-08-17,10,2,35549,360,33,8,1280,2793,5593,6371,2793,5593,6371
2017-08-17,18,1,42124,19,33,8,80,132,258,324,132,258,324
2017-08-17,12,1,32354,30,33,8,91,196,475,516,196,475,516
2017-08-17,1,1,6555,6216,33,8,15888,19990,51990,63540,19990,51990,63540
2017-08-17,12,1,123335,178,33,8,699,1181,2286,2546,1181,2286,2546
2017-08-17,6,4,33258,12,33,8,10,14,35,38,14,35,38
2017-08-17,8,1,6555,670,33,8,1755,3495,5829,6357,3495,5829,6357
2017-08-17,16,1,123335,21,33,8,124,360,997,1158,360,997,1158
2017-08-17,18,4,35549,28,33,8,15,46,125,125,46,125,125
2017-08-17,9,2,42124,34,33,8,458,860,1280,1420,860,1280,1420
2017-08-17,14,4,38588,558,33,8,2202,4516,8576,10065,4516,8576,10065
2017-08-17,2,1,7840,1033,33,8,3050,6768,17733,21269,6768,17733,21269
2017-08-17,14,1,42158,4139,33,8,10938,22138,48105,56295,22138,48105,56295
2017-08-17,3,1,39109,608,33,8,1313,3195,5369,5896,3195,5369,5896
2017-08-17,15,1,41653,862,33,8,884,1492,2995,3314,1492,2995,3314
2017-08-17,18,1,6437,3449,33,8,10291,23854,54567,62065,23854,54567,62065
2017-08-17,2,2,7840,760,33,8,1178,1568,3492,6362,1568,3492,6362
2017-08-17,0,1,33258,20,33,8,59,99,186,201,99,186,201
2017-08-17,5,1,123492,3922,33,8,14104,32021,62998,70151,32021,62998,70151
2017-08-17,5,1,41653,358,33,8,704,1314,2552,2841,1314,2552,2841
2017-08-17,18,4,6437,80,33,8,449,971,1954,1954,971,1954,1954
2017-08-17,18,1,41653,59,33,8,187,439,988,1122,439,988,1122
2017-08-17,17,1,42158,1795,33,8,6759,15619,37312,42239,15619,37312,42239
2017-08-17,1,1,42158,4583,33,8,14422,17679,48580,58140,17679,48580,58140
2017-08-17,13,1,9784,10,33,8,2,2,3,3,2,3,3
2017-08-17,4,4,35549,150,33,8,918,1686,2402,2680,1686,2402,2680
2017-08-17,17,1,42124,50,33,8,75,100,125,155,100,125,155
2017-08-17,10,2,6011,200,33,8,703,1417,2517,2517,1417,2517,2517
2017-08-17,1,1,33258,10,33,8,61,80,162,182,80,162,182
2017-08-17,16,1,33258,23,33,8,147,266,626,676,266,626,676
2017-08-17,2,1,38588,155,33,8,1107,2042,4231,4747,2042,4231,4747
2017-08-17,16,4,38588,205,33,8,750,1371,2928,3307,1371,2928,3307
2017-08-17,8,1,39109,5,33,8,102,180,423,499,180,423,499
2017-08-17,9,1,6437,3224,33,8,10052,19445,42841,48766,19445,42841,48766
2017-08-17,5,2,6011,60,33,8,320,999,1178,1318,999,1178,1318
2017-08-17,7,1,6011,52,33,8,245,507,2283,3289,507,2283,3289
2017-08-17,4,1,123576,467,33,8,1171,2486,6166,6713,2486,6166,6713
2017-08-17,10,1,6011,48,33,8,204,427,826,915,427,826,915
2017-08-17,18,1,39109,494,33,8,1338,4053,8626,10171,4053,8626,10171
2017-08-17,11,2,7840,7409,33,8,8450,18814,43669,45769,18814,43669,45769
2017-08-17,6,1,7840,564,33,8,1849,4126,13113,22806,4126,13113,22806
2017-08-17,13,1,32354,63,33,8,192,410,838,950,410,838,950
2017-08-17,9,1,6011,238,33,8,694,1418,2727,3053,1418,2727,3053
2017-08-17,2,1,9784,237,33,8,777,1296,3091,3098,1296,3091,3098
2017-08-17,16,1,44117,12,33,8,3,12,44,52,12,44,52
2017-08-17,2,2,42124,25,33,8,75,125,396,421,125,396,421
2017-08-17,18,1,123335,97,33,8,261,1149,3657,4312,1149,3657,4312
2017-08-17,12,1,33258,30,33,8,106,216,418,467,216,418,467
2017-08-17,10,2,7840,722,33,8,10845,20722,36569,47384,20722,36569,47384
2017-08-17,5,1,33258,40,33,8,144,318,676,749,318,676,749
2017-08-17,7,1,6437,11359,33,8,24922,52110,120187,134628,52110,120187,134628
2017-08-17,5,1,39109,331,33,8,2730,3378,5978,7026,3378,5978,7026
2017-08-17,11,2,6437,42,33,8,294,709,1381,1423,709,1381,1423
2017-08-17,5,2,123238,10,33,8,60,180,410,437,180,410,437
2017-08-17,17,1,123576,2825,33,8,8475,15739,34857,38367,15739,34857,38367
2017-08-17,9,1,123492,921,33,8,1909,4134,10522,12321,4134,10522,12321
2017-08-17,1,1,39109,589,33,8,1167,1555,5625,6666,1555,5625,6666
2017-08-17,2,1,41653,233,33,8,401,930,1659,1736,930,1659,1736
2017-08-17,9,2,35549,135,33,8,590,1251,2016,2186,1251,2016,2186
2017-08-17,14,1,6555,6771,33,8,11800,21630,46609,49068,21630,46609,49068
2017-08-17,16,1,41653,208,33,8,382,719,1686,1843,719,1686,1843
2017-08-17,12,1,38588,2346,33,8,8514,17171,36421,41254,17171,36421,41254
2017-08-17,5,4,6437,906,33,8,1301,5178,8700,9554,5178,8700,9554
2017-08-17,5,2,7840,4953,33,8,5106,9378,18503,20459,9378,18503,20459
2017-08-17,3,4,38588,1534,33,8,5572,9691,20219,23257,9691,20219,23257
2017-08-17,5,1,123335,50,33,8,846,1764,4029,4530,1764,4029,4530
2017-08-17,3,1,6555,4805,33,8,11861,24706,54771,56934,24706,54771,56934
2017-08-17,8,1,7840,2058,33,8,3193,6185,15649,18961,6185,15649,18961
2017-08-17,2,1,6437,2613,33,8,5782,12026,27707,30549,12026,27707,30549
2017-08-17,11,2,6011,100,33,8,140,299,664,664,299,664,664
2017-08-17,2,4,6437,75,33,8,412,1110,2197,2443,1110,2197,2443
2017-08-17,10,1,33258,18,33,8,97,165,370,411,165,370,411
2017-08-17,14,1,7840,2243,33,8,6873,15365,35430,48905,15365,35430,48905
2017-08-17,8,1,42158,610,33,8,2482,5098,10801,11844,5098,10801,11844
2017-08-17,15,1,123576,3199,33,8,9509,19837,41549,46034,19837,41549,46034
2017-08-17,0,1,38588,216,33,8,699,1296,2551,3162,1296,2551,3162
2017-08-17,15,4,6437,466,33,8,2329,4460,8894,9020,4460,8894,9020
2017-08-17,8,4,38588,70,33,8,265,622,1531,1719,622,1531,1719
2017-08-17,18,1,32354,26,33,8,139,341,883,1026,341,883,1026
2017-08-17,6,1,38588,1077,33,8,3069,6367,12918,15866,6367,12918,15866
2017-08-17,0,4,7840,295,33,8,1827,2945,6745,12367,2945,6745,12367
2017-08-17,15,4,38588,1091,33,8,7259,10468,25444,27094,10468,25444,27094
2017-08-17,14,1,32354,86,33,8,157,369,791,922,369,791,922
2017-08-17,17,4,7840,2660,33,8,13396,26895,55836,72324,26895,55836,72324
2017-08-17,6,2,6011,180,33,8,514,794,1654,1854,794,1654,1854
2017-08-17,1,4,35549,23,33,8,25,62,151,191,62,151,191
2017-08-17,6,1,41653,51,33,8,78,165,447,528,165,447,528
2017-08-17,7,1,38588,1671,33,8,6826,14939,30588,34360,14939,30588,34360
2017-08-17,2,1,123576,303,33,8,782,1670,3995,4303,1670,3995,4303
2017-08-17,1,4,38588,276,33,8,1320,1675,3774,4915,1675,3774,4915
2017-08-17,13,1,44117,48,33,8,16,29,114,151,29,114,151
2017-08-17,0,1,39109,40,33,8,124,209,397,465,209,397,465
2017-08-17,7,1,44117,45,33,8,32,61,168,211,61,168,211
2017-08-17,4,1,41653,15,33,8,48,115,240,279,115,240,279
2017-08-17,15,1,123335,703,33,8,1408,3770,8684,9989,3770,8684,9989
2017-08-17,6,4,6011,301,33,8,912,1872,4224,4641,1872,4224,4641
2017-08-17,11,1,33258,34,33,8,124,231,524,596,231,524,596
2017-08-17,0,4,6011,20,33,8,0,60,172,172,60,172,172
2017-08-17,15,1,9784,29,33,8,9457,10972,17816,18405,10972,17816,18405
2017-08-17,14,1,38588,6073,33,8,18890,38671,73793,84104,38671,73793,84104
2017-08-17,6,1,42124,5,33,8,41,69,89,114,69,89,114
2017-08-17,18,1,123576,534,33,8,1317,3597,8973,10349,3597,8973,10349
2017-08-17,17,1,39109,698,33,8,641,823,1440,1606,823,1440,1606
2017-08-17,14,1,6011,54,33,8,73,144,613,884,144,613,884
2017-08-17,4,1,6437,1999,33,8,4296,7694,18252,19484,7694,18252,19484
2017-08-17,9,1,7840,1943,33,8,3716,7581,21898,26575,7581,21898,26575
2017-08-17,7,1,123492,3618,33,8,9921,20725,44552,49621,20725,44552,49621
2017-08-17,10,2,6437,42,33,8,1176,1722,4326,4746,1722,4326,4746
2017-08-17,12,1,41653,185,33,8,200,401,928,1030,401,928,1030
2017-08-17,6,1,6437,2773,33,8,7150,15727,42406,51095,15727,42406,51095
2017-08-17,6,1,39109,308,33,8,1073,2558,5944,7653,2558,5944,7653
2017-08-17,14,2,35549,109,33,8,441,841,2324,2903,841,2324,2903
2017-08-17,0,1,6011,81,33,8,308,644,846,930,644,846,930
2017-08-17,11,1,38588,6289,33,8,24056,48209,96133,106702,48209,96133,106702
2017-08-17,10,4,6437,421,33,8,4531,9968,18692,21658,9968,18692,21658
2017-08-17,6,2,6437,84,33,8,462,1175,2015,2645,1175,2015,2645
2017-08-17,4,1,38588,371,33,8,1035,1698,3295,3549,1698,3295,3549
2017-08-17,17,1,123335,403,33,8,805,1629,3910,4352,1629,3910,4352
2017-08-17,5,1,44117,61,33,8,39,73,213,276,73,213,276
2017-08-17,13,1,33258,8,33,8,42,98,196,213,98,196,213
2017-08-17,12,1,123492,2056,33,8,4391,8216,17542,19916,8216,17542,19916
2017-08-17,0,1,6437,1945,33,8,5918,11080,21469,23775,11080,21469,23775
2017-08-17,6,2,7840,3224,33,8,7692,11130,30705,69003,11130,30705,69003
2017-08-17,18,4,38588,253,33,8,790,1592,3170,3417,1592,3170,3417
2017-08-17,7,4,6437,997,33,8,4462,10869,22823,27154,10869,22823,27154
2017-08-17,17,4,123460,69,33,8,505,1189,3429,3626,1189,3429,3626
2017-08-17,7,1,123576,2141,33,8,6197,12502,28976,31648,12502,28976,31648
2017-08-17,10,1,9784,301,33,8,828,1760,3853,4029,1760,3853,4029
2017-08-17,17,1,41653,1010,33,8,1747,4053,6129,6947,4053,6129,6947
2017-08-17,11,2,35549,30,33,8,450,860,2015,2279,860,2015,2279
2017-08-17,6,2,123238,30,33,8,47,131,350,350,131,350,350
2017-08-17,16,1,123576,1497,33,8,2727,6511,15416,17203,6511,15416,17203
2017-08-17,1,1,7840,1657,33,8,4663,5988,15831,20222,5988,15831,20222
2017-08-17,6,4,7840,1329,33,8,6903,14278,30971,36676,14278,30971,36676
2017-08-17,17,1,7840,4123,33,8,8517,18756,49452,62389,18756,49452,62389
2017-08-17,16,1,6555,4496,33,8,12324,24274,53007,58606,24274,53007,58606
2017-08-17,4,1,33258,7,33,8,24,53,128,155,53,128,155
2017-08-17,8,4,6437,64,33,8,175,323,620,717,323,620,717
2017-08-17,11,1,6437,10548,33,8,31340,63897,131526,145447,63897,131526,145447
2017-08-17,7,1,123460,7,33,8,496,520,570,585,520,570,585
2017-08-17,4,1,123492,353,33,8,855,1716,3873,4229,1716,3873,4229
2017-08-17,10,1,42158,577,33,8,1878,4543,9525,10433,4543,9525,10433
2017-08-17,18,1,9784,82,33,8,255,660,1512,1753,660,1512,1753
2017-08-17,4,1,44117,16,33,8,3,28,72,80,28,72,80
2017-08-17,11,4,35549,35,33,8,110,206,461,504,206,461,504
2017-08-17,18,1,123492,1671,33,8,5521,13328,25554,27953,13328,25554,27953
2017-08-17,13,1,123492,1869,33,8,4439,8645,21285,24592,8645,21285,24592
2017-08-17,15,4,6011,192,33,8,200,443,1297,1423,443,1297,1423
2017-08-17,7,4,7840,2344,33,8,7721,16167,30534,36401,16167,30534,36401
2017-08-17,4,4,7840,1132,33,8,4922,8170,21690,24449,8170,21690,24449
2017-08-17,16,1,6437,6092,33,8,17399,35746,77430,85888,35746,77430,85888
2017-08-17,8,1,38588,238,33,8,1329,2210,4484,4877,2210,4484,4877
2017-08-17,9,4,6437,318,33,8,1676,3612,7590,9113,3612,7590,9113
2017-08-17,8,1,44117,5,33,8,2,5,28,39,5,28,39
2017-08-17,1,1,6437,6625,33,8,17537,22151,56791,67955,22151,56791,67955
2017-08-17,2,1,42158,98,33,8,450,1333,4263,4679,1333,4263,4679
2017-08-17,11,1,123492,4969,33,8,16141,31922,66170,74409,31922,66170,74409
2017-08-17,12,1,6555,2770,33,8,6867,13631,29038,32892,13631,29038,32892
2017-08-17,8,4,35549,28,33,8,142,270,503,543,270,503,543
2017-08-17,1,4,7840,570,33,8,2529,2870,4908,7573,2870,4908,7573
2017-08-17,3,2,7840,4561,33,8,9275,26195,52468,59955,26195,52468,59955
2017-08-17,4,4,6437,330,33,8,1434,2262,4387,4623,2262,4387,4623
2017-08-17,15,1,42158,13163,33,8,29370,63804,142344,158917,63804,142344,158917
2017-08-17,4,1,123335,12,33,8,19,53,250,250,53,250,250
2017-08-17,8,4,7840,338,33,8,2084,3168,6367,9907,3168,6367,9907
2017-08-17,14,2,6011,80,33,8,500,1159,2278,2378,1159,2278,2378
2017-08-17,14,4,6011,33,33,8,50,92,233,233,92,233,233
2017-08-17,11,2,123238,10,33,8,106,136,456,516,136,456,516
2017-08-17,12,1,123576,1233,33,8,3570,6890,15376,16966,6890,15376,16966
2017-08-17,5,2,6437,84,33,8,126,503,763,931,503,763,931
2017-08-17,9,1,44117,83,33,8,24,43,129,161,43,129,161
2017-08-17,3,2,6437,126,33,8,923,1679,3574,4030,1679,3574,4030
2017-08-17,9,2,6011,200,33,8,398,923,1471,1491,923,1471,1491
2017-08-17,13,1,123335,103,33,8,344,667,1435,1578,667,1435,1578
2017-08-17,15,1,6011,25,33,8,72,166,654,780,166,654,780
2017-08-17,2,4,7840,708,33,8,2220,3854,11161,13593,3854,11161,13593
2017-08-17,6,1,44117,62,33,8,52,116,269,322,116,269,322
2017-08-17,0,1,9784,81,33,8,477,706,1054,1161,706,1054,1161
2017-08-17,5,4,6011,50,33,8,264,698,985,1079,698,985,1079
2017-08-17,10,1,123576,1111,33,8,3141,6916,17517,19349,6916,17517,19349
2017-08-17,8,1,6011,34,33,8,60,213,418,469,213,418,469
2017-08-17,17,1,44117,100,33,8,45,108,268,363,108,268,363
2017-08-17,18,2,6011,20,33,8,20,60,160,200,60,160,200
2017-08-17,3,2,35549,123,33,8,1430,2730,4617,5617,2730,4617,5617
2017-08-17,16,1,39109,327,33,8,1066,1936,3983,4350,1936,3983,4350
2017-08-17,14,1,123492,168,33,8,1297,2881,14073,14077,2881,14073,14077
2017-08-17,15,4,123576,35,33,8,183,355,1001,1177,355,1001,1177
2017-08-17,16,1,7840,1338,33,8,3585,7590,19304,25963,7590,19304,25963
2017-08-17,3,1,32354,92,33,8,372,648,1244,1339,648,1244,1339
2017-08-17,6,1,42158,3528,33,8,8363,18369,50359,59419,18369,50359,59419
2017-08-17,3,1,33258,19,33,8,127,248,482,520,248,482,520
2017-08-17,8,1,123576,418,33,8,1484,2973,9462,10165,2973,9462,10165
2017-08-17,2,1,123335,3,33,8,39,100,856,869,100,856,869
2017-08-17,1,1,41653,152,33,8,335,426,954,1093,426,954,1093
2017-08-17,18,2,35549,30,33,8,129,194,422,442,194,422,442
2017-08-17,18,1,33258,8,33,8,46,93,232,258,93,232,258
2017-08-17,5,1,42158,6522,33,8,6064,21933,60078,69628,21933,60078,69628
2017-08-17,15,1,6437,5460,33,8,30546,58451,118425,118515,58451,118425,118515
2017-08-17,9,4,7840,1457,33,8,5540,10630,24575,28306,10630,24575,28306
2017-08-17,17,1,6011,102,33,8,447,1048,1820,2013,1048,1820,2013
2017-08-17,15,4,42158,146,33,8,525,1067,2498,2641,1067,2498,2641
2017-08-17,10,1,41653,44,33,8,135,299,426,495,299,426,495
2017-08-17,7,4,38588,1417,33,8,4536,8625,14108,15804,8625,14108,15804
2017-08-17,2,1,6555,1339,33,8,2572,5433,13445,14969,5433,13445,14969
2017-08-17,4,1,32354,16,33,8,45,130,229,245,130,229,245
2017-08-17,3,4,123460,135,33,8,755,1337,1398,2456,1337,1398,2456
2017-08-17,12,1,6437,5044,33,8,12522,25253,54541,61253,25253,54541,61253
2017-08-17,0,1,44117,18,33,8,3,5,14,16,5,14,16
2017-08-17,14,1,123335,91,33,8,60,134,1179,1419,134,1179,1419
2017-08-17,10,1,44117,19,33,8,21,35,94,111,35,94,111
2017-08-17,12,1,7840,5196,33,8,6894,15242,35469,41391,15242,35469,41391
2017-08-17,17,1,123492,4504,33,8,10675,11821,12268,12411,11821,12268,12411
2017-08-17,0,1,32354,4,33,8,13,25,92,97,25,92,97
2017-08-17,6,1,9784,304,33,8,924,1528,2629,2814,1528,2629,2814
2017-08-17,6,4,38588,682,33,8,3871,7847,17501,19478,7847,17501,19478
2017-08-17,8,1,123335,15,33,8,93,225,695,787,225,695,787
2017-08-17,11,4,123460,72,33,8,272,583,1469,1672,583,1469,1672
2017-08-17,9,4,35549,23,33,8,120,244,721,866,244,721,866
2017-08-17,4,1,42158,146,33,8,636,1268,3484,3957,1268,3484,3957
2017-08-17,15,4,7840,3356,33,8,20578,38103,88652,116267,38103,88652,116267
2017-08-17,7,1,9784,664,33,8,4870,7717,17552,20301,7717,17552,20301
2017-08-17,10,2,123238,10,33,8,120,215,245,245,215,245,245
2017-08-17,2,4,38588,216,33,8,700,1092,3014,3014,1092,3014,3014
2017-08-17,5,1,6437,17101,33,8,24931,60331,112664,126071,60331,112664,126071
2017-08-17,3,1,123576,1595,33,8,5034,9580,21120,23579,9580,21120,23579
2017-08-17,6,1,123335,234,33,8,379,724,3428,4874,724,3428,4874
2017-08-17,16,4,6437,90,33,8,546,1000,2130,2259,1000,2130,2259
2017-08-17,14,1,33258,25,33,8,80,154,313,364,154,313,364
2017-08-17,3,2,6011,60,33,8,420,1699,2059,2309,1699,2059,2309
2017-08-17,8,1,123492,691,33,8,1985,3573,5961,6219,3573,5961,6219
2017-08-17,7,4,42124,35,33,8,109,179,476,588,179,476,588
2017-08-17,10,2,42124,75,33,8,300,822,1321,1420,822,1321,1420
2017-08-17,10,4,123460,90,33,8,330,704,2392,2856,704,2392,2856
2017-08-17,7,1,33258,22,33,8,121,232,495,551,232,495,551
2017-08-17,2,1,42124,74,33,8,89,268,858,1108,268,858,1108
2017-08-17,17,4,33258,1,33,8,6,7,11,13,7,11,13
2017-08-17,15,1,44117,56,33,8,47,109,279,345,109,279,345
2017-08-17,9,1,32354,87,33,8,342,669,1486,1629,669,1486,1629
2017-08-17,14,1,6437,9225,33,8,18286,42168,66925,73566,42168,66925,73566
2017-08-17,9,1,123335,74,33,8,245,464,1736,1995,464,1736,1995
2017-08-17,9,1,42158,943,33,8,2425,5837,13327,15276,5837,13327,15276
2017-08-17,14,1,9784,143,33,8,315,397,400,464,397,400,464
2017-08-17,11,1,6011,17,33,8,154,285,717,816,285,717,816
2017-08-17,5,1,6555,14943,33,8,3366,22300,56900,65920,22300,56900,65920
2017-08-17,16,1,38588,1130,33,8,3284,5682,12692,14169,5682,12692,14169
2017-08-17,14,2,7840,2441,33,8,8312,13971,35309,47839,13971,35309,47839
2017-08-17,16,4,42158,20,33,8,77,77,152,161,77,152,161
2017-08-17,16,1,42158,4517,33,8,12737,25969,52669,58155,25969,52669,58155
2017-08-17,4,4,123460,178,33,8,0,112,960,1125,112,960,1125
2017-08-17,6,4,42124,105,33,8,230,408,1162,1326,408,1162,1326
2017-08-17,14,1,123576,1451,33,8,4211,7788,16482,19062,7788,16482,19062
2017-08-17,6,1,123576,680,33,8,807,2718,9182,11598,2718,9182,11598
2017-08-17,12,1,42158,4070,33,8,11258,24088,54160,60059,24088,54160,60059
2017-08-17,9,2,7840,1799,33,8,5139,11348,18399,19939,11348,18399,19939
2017-08-17,11,1,41653,275,33,8,558,1067,2244,2432,1067,2244,2432
2017-08-17,8,4,42124,9,33,8,61,86,119,144,86,119,144
2017-08-17,13,1,6437,3457,33,8,10870,18984,32086,32086,18984,32086,32086
2017-08-17,1,1,32354,69,33,8,332,397,832,941,397,832,941
2017-08-17,1,1,123576,1187,33,8,4066,5033,11568,13095,5033,11568,13095
